ID	ENG (Original)	RUS (Dontaz v2.9)	note
8E4F42D9489DB9DC09D72C992CCB43A6	You know, without that body of yours	Знаешь, без этого твоего тела	
8C5C3A5248E1ABC91569AF868798359E	You know, without that body of yours you’d be drop-head gorgeous!	Знаешь, без этого твоего тела ты был бы обезглавлено великолепен!	
B1ABC7F043EDB0FF9CC75482AEFBE16B	You look like you’re about to move a Mountain–	Ты выглядишь так, будто собираешься сдвинуть Гору–	
4983F95F4D3C44AC5BA861ACA4801AE8	You look... burnt!	Ты выглядишь... обгоревшим!	
524FD09D4E7D0248814130B1E1F984F8	You look... burnt.	Ты выглядишь... обгоревшим.	
D4AD924D42677E79786EAA8137B6DA2D	You may have fire	У тебя есть огонь	
2A88484043802C74A2BED6877AC88782	You must leave at once! Leave or face our--	Ты должен немедленно уйти! Уйди или столкнись с нашим--	
422984C445F3BDA54BBB99869B2C211F	You must release it, at the summit!	Ты должен освободить его на вершине!	
E6A0EE374EDEDFE35BE463BE20B1501B	You really think you're Somebody, huh?!	Ты действительно думаешь, что важен с этим телом, а?!	
979DBF8540C56C7787F68FB7ACB54C95	You should help us get rid of her. Yes, get rid of her, tame her, just… make it stop!	Ты должен помочь нам избавиться от неё. Да, избавься от неё, укроти её, просто... останови это!	
DA0CE9ED425260FD9EB36DAB000C812B	You shouldn't be... oh, why	Ты не должен быть... ох, почему	
19105D194EFDDE6DBC3BE686AECB312D	You've gotta be a Somebody...	Ты должен быть Тело-веком...	
1F1B7EF5462929512BA4BC84C3AD6027	You... you pick up your little fire devil	Ты... ты возьми своего маленького огненного дьявола	
5945DD86439909A1A692EDA1E7278A62	You... you-you get outta here - and fast!	Ты... ты-ты убирайся отсюда — и быстро!	
2D8F1BD944AE383785ECB4B4DEBE6319	You... you...	Ты... ты...	
84A103734E13B8FADFC3689C796B22A1	Your Fire has a voice...	Твой Огонь имеет голос...	
767F33FF46F93C054F1122A0D6A70909	Your Potboy must spread his fire.	Твой Горшочек должен распространить свой огонь.	
9665B5D7427BFBCEA6F4C2891796B8F0	Your flame could bring back warmth to our graves,	Твоё пламя могло бы вернуть тепло нашим могилам,	
779B2CA441E7BBB50A8751B1F75F0965	Your little flame, let it help you.	Твоё маленькое пламя, пусть оно поможет тебе.	
053C059F4DE32D2F95F543AC979B6C74	Your little spark, your soul, and your heart’s will. Your friend, always.	Твоя маленькая искра, твоя душа и воля твоего сердца. Твой друг, всегда.	
BCE819F247A81BD51E9FEB8E72C3744D	Your sight will grow darker to indicate that you’re hidden.	Ваш обзор потемнеет, показывая этим, что вы спрятались.	
39E35C5144D11E3A4FCDF2926E207722	Your wretched limbs - an affront to Nobodyness!	Твои жалкие конечности — оскорбление Бестеловесности!	
F2C7C4FA46D04668CBE104B1274DEF31	You’ll be just fine...	С тобой всё будет хорошо......	
2DCB94D6437C0FA0E60EA3A062EB826B	You’ll burn for what you did...	Ты сгоришь за то, что сделала...	
44BA15B5434BFD11DAA97396B0ECC8E7	You’re goin’ to Moon Mountain, and that walk is for you alone.	Ты идёшь на Лунную гору, и эта тропа только для тебя.	
0687A7874C6A7EA9C89628A1AB047FF6	You’re probably meant to.	Скорее всего, так и должно быть.	
4CED54E24FB1833AB82959818B433A4A	You’re the caretaker of this little firecracker?	Ты хранитель этого маленького фейерверушки?	
809EAD99420F2885ABBB1FAD78BE3046	You’ve arrived!	Ты прибыл!	
4FEBF0684E2A18E1DF9127BE4FCCD6C1	You’ve met your match, thief!	Что, воровка, доигралась со спичками?	
1202FBC74DEEA5CF68D79688F1E7BA5B	Zoom	Масштаб	
4DAE648941B11A76282301B9E7AF0A60	Zoom	Масштаб	
CD2A7556447A662B47CCA7B7D094AB81	Zoom	Масштаб	
8F3219574BE9399941C6EA9F166D9767	Zoom In/Out	Приблизить/Отдалить	
1784536743485C8B11BFF7BAAC05B575	a Flame and its destination.	Пламени и его назначения.	
1659D97B4CA4FF10FC7B5C88E69520AA	a Somebody disturbs our peace and sets fire on things	Тело-век нарушает наш покой и поджигает вещи	
98E0515E4BD9D926FC77BDAFFFA004A2	a blank canvas full of possibilities.	чистый холст, полный возможностей.	
6140537E43EAB84677DD8BB6DAF4B2CA	a friendship kindled. The fire that spread with it	разожглась дружба. Огонь, который распространился с ней	
FE1B760D4CCC58FA3007C59CF6C8E991	a grave matter indeed.	поистине могильная проблема.	
0D7595BA46047623EF101BA52D04F665	a lonesome Ragdoll with his mask, alone and at peace.	одинокий Тряпичный Человечек со своей маской, одинокий и умиротворённый.	
2A15061E4E62F0E13720CA9626D5A784	a real treasure! (Belching)	настоящее сокровище! (Отрыгивает)	
D78D4E2B49F6F7A6DBEE9CAE5EA3CC0C	a shard from the Molgrim’s own cauldron.	осколок из собственного котла Молгрима.	
8597A6484EBFCA47F44C49AB46972B03	a story is a story!	история есть история!	
0B915764417918C06BBD1ABD08FF5F86	a thief is the cause of our doom and shame!	воровка — причина нашей гибели и позора!	
12149A00498DFE018CFFE194636195E4	about the monster in the woods.	о чудовище в лесу.	
DC05B83C4B18ACDB9DBD59BDF25541ED	ain’t...	не...	
C737F9474F7A6D4E177E7C94AE3FCE31	all darkness would vanish.	вся тьма исчезнет.	
143888754CD0E3275DBD768D071C2F45	all the way to your infernal doom.	вдоль всего пути к своей инфернальной погибели.	
A08817414FB1174140D6D68D0E780F30	all the way to your infernal doom.	вдоль всего пути к своей инфернальной погибели.	
AAFE88C4415E57A8CCC54C84A6ACFF18	all the way to your infernal doom.	вдоль всего пути к своей инфернальной погибели.	
B010E36441DA869D88CBE5B84DCEF594	all the way to your infernal doom.	вдоль всего пути к своей инфернальной погибели.	
D969B2F546D01E53218548966A89C77B	and I’ll pay you for the effort… headsomely	и я заплачу тебе за хлопоты... головокружительно щедро	
E73C90A845AC9701E3058CA48AE083C7	and a mind to teach its rider a thing or two - to boot	и желание научить своего ездока одной-двум вещам в придачу	
ADA6F9AF4368C62BEB95898A2E9D8C65	and banish our bodies!	и изгнать наши тела!	
2A316B96454EBC1318B6F58A62BD825C	and carried a faint scent of rotting leaves she found irresistible.	и имел слабый запах гниющих листьев, который она находила неотразимым.	
E2CE5C81451A0A818BE558846774D7A0	and ended up with nothing but grief...	и в итоге остался ни с чем, кроме горя...	
00020DEE4C647820798CD6980CCFAAC6	and ever, it's gonna be on my tombstone...	вечные, она будет на моём надгробии...	
49B7BD064EE6A0D7FB8E539BB30246FB	and find out. Freak!	и узнать. Уродец!	
5908B0ED484E0C67F5B00181D6485ED4	and fraught with perils...	и полной опасностей...	
9562A78E472E919D38FA48961896C1A3	and he stayed behind, cemented in his ancient groove…	и он остался позади, застыв в своей древней борозде...	
14BA63C146F0281EDF05F381170AC772	and he’s waiting for the right one to come along. Waiting for something	и он ждёт, когда придёт подходящий. Ждёт чего-то	
E87F9BAF46FDA5D9DCB3B6B9D288AB60	and it was quite enough	и было вполне достаточно	
2548D9374301DA3378B5D5A064039ACD	and keep on walking the Midnight Walk…	и продолжай идти по Полуночной Тропе...	
2E6FAD204C9C1E7F40BFABB4B6E5B6F9	and magical! It's almost like a...	и волшебная! Она почти как...	
C70C412D4751C80B74C9C0B672ECA026	and of the ocean and its deep secrets known only to the sea creatures and the corals,	и об океане и его глубоких тайнах, известных только морским существам и кораллам,	
13226D5A42D60CCD66189A852B93FCAE	and of the twinkling stars that had so much to tell but were too far away to be heard. All of it intertwined in a colorful nap-estry.	и о мерцающих звёздах, которым было так много что рассказать, но они были слишком далеко, чтобы их услышали. Всё это переплелось в красочное сно-творение.	
0683234D41D35C77D8E09CB21BF5A9E5	and organized a Great Beheading! And so it was	и устроили Великое Обезглавливание! Так и случилось	
2C079DE6456779CB3E3216A0DAC9BB40	and our headaches settled into gentle throbbing.	и наши головные боли сменились лёгкой пульсацией.	
041D930143E6413C8965929DBE3EE68D	and proudly upholds the promise: A gift	и гордо выполняет обещание: Подарок	
92A8C97D4A64FBF481A6B3A0E0C06568	and punish the thief who killed us… (Chuckles dryly)	и наказать воровку, которая убила нас... (Сухо посмеивается)	
90C5D0754E6A670D77D84FA44DEF2E2E	and saw now an opportunity to return and	и увидел теперь возможность вернуться и	
063B25904D5CAE016383EB8D21AB707B	and scattered them… but in doing so, we cursed ourselves.	и разбросали их... но, делая это, мы прокляли себя.	
DE2501A14E9BF2C6B12767A6F6163183	and send your Potboy - home.	и отправят твоего Горшочка — домой.	
CFA823604ABA6A5F3EE0C4843C806E47	and she came here to witness tragedy. She feeds on these tales you see	и она пришла сюда, чтобы стать свидетелем трагедии. Она питается этими историями,	
7EB23C7340E2F39922764AA4EF95E83B	and taking a first step… onto a new adventure.	и делая первый шаг... к новому приключению.	
B9A701FC4DC6B5530370F2880565FDB2	and the Thief paid a terrible price for her burning greed...	и Воровка заплатила ужасную цену за свою жгучую жадность...	
A3868DCB460BD259E826B1B0A760F683	and the pitter-patter of feet?	и топоту ног?	
EE21FD10471467A20DA133BE8925C341	and the pitter-patter of feet?	и топоту ног?	
4FBA95E2477121D1E99B118E6CC5A15E	and then I get what I need. It hungers for fire...	и тогда я получу то, что мне нужно. Она жаждет огня...	
64BF7AD44DB3FA82C74290B0AD15B567	and they shall once again look to the sun...	и они снова будут смотреть на солнце...	
2DD1F4364BD3A6461F10739C23E2613F	and took their fire for themselves!	и забрали их огонь себе!	
456144374D3104304BB4ABA279C44A2C	and tossed me into a wardrobe as punishment.	и засунула меня в шкаф в наказание.	
B547349F490897F7DDD2E1853B3137F1	and we put on a show...	и мы устраиваем представление...	
E1D062454FBA3D34702623B6619CA4FE	and went on her way, deeper into absolute darkness.	и пошла своим путём, глубже в абсолютную темноту.	
0ACED6C64835BBB78FF73BBFD4010BA5	and with it, we set ourselves ablaze.	и с ним мы подожгли себя.	
6F2A56174ED2378FDEB9E182892F24BF	and would you believe, it was my own house leaving me!	и представь себе, это был мой собственный дом, покидающий меня!	
DA47EFD147A783DF3BDDEEBBA452B6C3	and would you believe, it was my own house leaving me!	и представь себе, это был мой собственный дом, покидающий меня!	
2187E39941DFCA918F02FE8BE6FFB784	and you and your wandering flame must now leave through our gates…	и ты и твоё странствующее пламя теперь должны уйти через наши ворота...	
D5920B07468348B4AD02338E71A0E965	and, mayhap, feed Moonbird!	и, возможно, накормит Лунокрыла!	
29E3E2CC41411A0D4B62128893A244F8	and... and go away!	и... и уходи!	
4685719F4ADAC9945041DAA57B87BE08	are you asleep? / nah. /me neither / I think it's starry outside / and the moon / we were awake for a long time, the others too / those who only almost existed, lived inside us / in the end, only they were awake	ты спишь? / неа. / я тоже / я думаю, снаружи звёздно / и луна / мы долго не спали, остальные тоже / те, кто только едва существовал, жили внутри нас / в конце концов, только они бодрствовали	
A0602E0C40570C2D965FAE85B1BB1523	as a reminder to the Maker that there is always something to smile about	как напоминание Создателю, что всегда есть повод для улыбки	
33B7E62F429679887EA616A086111577	as long as The Midnight Walk.	такой же длинной, как Полуночная Тропа.	
4B57A00E42B4D4D0B50E2C84835DC1EB	as she pulled out a crooked knife.	доставая сгорбленный нож.	
661018314B96929892C7ECB77FA7AA5C	as the cold chewed paper moon rose over the Mountain.	в то время как над Горой поднималась холодная, пожёванная бумажная луна.	
CB71E9994238011523D91791194BA73E	asked 'do you know who took the sun away?'	"спросила ""ты знаешь, кто похитил солнце?"""	
E1626AAF438008941EC1B98FCC1A7F12	bask in their glory, pick rocks on a cloudy summers day?	чтобы погреться под ними, пособирать камни в облачный летний день?	
8E7FA5964F90A9671922AE80B2EBBCDD	beautiful.	красивые.	
37DF85914681FB1CD9D41BB76947F649	because that was my last one, and… well ...(Shudders)	потому что это была моя последняя, и... ну...(Содрогается)	
3DEF14314BC75DB58AF7EBAEBBE83666	before she knew it, she was dancing too. When it was all over,	не успела она опомниться, как тоже пустилась в пляс. Когда всё закончилось,	
C1A384FB4AFA9911C1520D9C19117FA1	before the Dark does...	прежде чем это сделает Тьма...	
E41E5E9B4FBDECDC9D8485885B767B65	before you can become a Nobody.	прежде чем ты сможешь стать Бестельником.	
2475B45F457E93AE535E339C9E944491	before you can…	прежде чем ты сможешь...	
DA7C98424C72E5FB874AB8A368446C5F	began to collect matches - lighting them like miniscule suns of their own.	начали собирать спички — зажигая их как крошечные солнца.	
F0E6C7B64B3029AE953B588603EF4AF6	bitterly, together…	горько, вместе...	
8DD4DC1240A8A1F9B0C6048F1A368831	bringers of bugs, slime and mushrooms	носители жуков, слизи и грибов	
08149E324C7824BA87CC4F8E02CC7AF7	broken, deaf, and blinded...	сломленным, глухим и ослеплённым...	
4B1C19184E59857C1DFB06AF539B6B98	buds of pearls / cernite porcelain / a dream / working less, living more lace curtain, cardboard sink, but still / the sense of a home, a kitchen	жемчужные бутоны / фарфор / мечта / работать меньше, жить больше, кружевная занавеска, картонная раковина, но всё же / ощущение дома, кухни	
00A258D94885ADD666DF61B7175549B0	but I don’t trust you or your flesh twigs one BIT.	но я не доверяю ни тебе, ни твоим мясным веточкам ни КАПЕЛЬКИ.	
66C9A37F41441496219F8A9B63D3D487	but I don’t trust you or your flesh twigs...	но я не доверяю ни тебе, ни твоим мясным веточкам…	
44A16E3B4FCB123611AE7CB4E1249851	but I will not surrender my loneliness so quickly.	но я не отдам своё одиночество так легко.	
73388CB94AD2914406AD47B682D8685F	but a terrible master.	но ужасным хозяином.	
89B04D014188F6A2BB726384E081CFDA	but a wonderful servant.	но замечательным слугой.	
AC1029D44075021F567BE5A72FDFD1C0	but defiant.	но непокорный.	
31BC13C3471E0755B9A46F8C90E61752	but her haunting song, it makes me hateful. (Hisses)	но её навязчивая песня пробуждает во мне ненависть. (Шипит)	
617FCE9840728097BBDE66A051621372	but her song does endure. (Growls)	но её песня продолжает звучать. (Рычит)	
9201C1FF40487B7D0F66E8AF673C61AE	but it is always hungry for more.	но она всегда жаждет большего.	
BBF5E9D0486DC0C56730E8B71F25E515	but it is only a whisper.	но это лишь шёпот.	
17759E1C4A1F220E752F6187E172307E	but it is still enough for the climb to Moon Mountain...	но этого всё же достаточно для подъёма на Лунную гору...	
673354FC4794547D0609BA82DA295161	but it won’t utter a word about itself.	но она не произнесёт ни слова о себе.	
A8F37CF143824183C64218AEE056ED11	but it’s even less without song.	но без песни ещё меньше.	
28FD64C7442DF3C3B2E232A002CFD255	but justice. Sweet justice...!	но справедливость. Сладкая справедливость...!	
E901E8A74D64C4DC4392759F9EC12C63	but not before we had betrayed ourselves, fire in fist.	но не раньше, чем мы предали себя, с огнём в кулаке.	
13040B3A44CABF5EE5177EB628CC5376	but that song... (Hisses) It lingers!	но эта песня... (Шипит) Она верещит!	
DA9C665B476CC423863413A8A4CEB50D	but the Maker just kept on taking!	но Создатель просто продолжал брать!	
8F33F3B54C413A2A03B7C9BB4E087054	but the Murkle sure wasn’t in the mood to discuss teacups.	но Мёркл совершенно не была в настроении обсуждать чайные чашки.	
0C3E4B4B4C22F32C65569CBFA270E3D0	but the cat could tell she needed it all for herself.	но кошка могла сказать, что всё это было нужно и ей самой.	
64834C0240472765618888A49BD773F8	but the first of the fire-eating Crawlers. And they	а первых из пожирающих огонь — Ползунов. И они	
198F443744BAE601451E34A1E2AC8DC6	but the last embers will light the final fireplace	но последние неугасшие зажгут последний камин	
8CE682664DDE04C930153BA433683D99	but the wicked who love destruction	а злодеев, что любят разрушение	
F218E8FD4DE73D0C5F9537862BB4FC64	but then, on the other...	но с другой...	
D19758E441FE28A8A349809753038E54	but they hadn’t been a waste of time, either.	но и пустой тратой времени они тоже не были.	
A1909DC64617D64276860A995493497C	but this one... this one is the best by far!	но эта... эта лучшая из всех!	
5DD2305D44F1E94BDEFC49B3D3B46B3B	but this time it had been much too long for her taste.	но на этот раз это продолжалось слишком долго, на её вкус.	
722A396F45B9215759BD5285335257B6	but why not kill the noise head makes?	но почему бы не убить шум, который создаёт голова?	
A6A9902A4A151F1A79A79CB8B935BC57	can't believe I found this stick!	не могу поверить, что нашёл эту палку!	
98F86D3D4D9682C12E60DFBF78EE1463	chop our own heads off	отрубить наши собственные головы	
56216FCA44C1973EFB40D2AD1EDB4220	close the doors, and I sit, perfectly still.	закрываю дверцу, и я сижу, совершенно неподвижно.	
60E0A529497E1FB1028873965005672C	closer to Nobodyville, I’d find the rest of my way back for sure!	ближе к Бестеловиллю, я бы наверняка нашёл остаток своего обратного пути!	
A75FEFC24863E0E8BC2134B7E79E7B71	closer to Nobodyville, I’d find the rest of my way back for sure!	ближе к Бестеловиллю, я бы наверняка нашёл остаток своего обратного пути!	
ACBA7505444218F31AC493BD94F31379	crawled into this world, absolutely starving...	вползли в этот мир, совершенно голодные...	
E96E472147817A1AD841D5B511EE427D	dead!	мертва!	
F8758029442FDBD0B64E6C8BAB6A7A41	dead...	мертва…	
4D820B24484ABBA675103E8DDDF8B186	demonstrated the value of brain mass and heart blob - working together.	продемонстрировал ценность мозговой массы и сгустка сердца — работающих вместе.	
78F0C3FC4D8D2A3E47A4879D6A75D231	did I say it's the best stick?	я уже говорил, что это лучшая палка?	
CB9D0DF84E1FB5F68AF361939F6CB31A	does this look like a place for bodies to you?	это похоже на место для тел, по-твоему?	
C3B5081C48A2A214E853C3888131EDCE	doin' whatever it is you're tryin to do!	делать то, что ты пытаешься сделать!	
FF00A2F74E291B992F301C9C952C4A96	down The Midnight Walk, and to the Darklands...	вниз по Полуночной Тропе, в Темноземье...	
DF410B3F4F4DFA7630E5E291DDD29A04	down the Midnight Walk.	вниз по Полуночной Тропе.	
C2225DF84DB27C7F0BB50888CC213A56	down your Midnight Walk.	вдоль твоей Полуночной Тропы.	
8F17DC5A49B4F7080232B1B2E0C94973	during times of dark, to perform a task.	во времена тьмы, для выполнения задачи.	
C718E55842E9D27C668C118E3AFB0304	edible!	съедобно!	
2D8D92F743787C7E6CDEA188E10D6B38	eternally warm… and at peace.	в вечном тепле... и в покое.	
71FC95B6489FAD518560E493AE846264	even when things don’t go the way you hoped...!	даже когда всё идёт не так, как ты надеялся...!	
C0BF4FA0499CD264F65C85979023269C	eyes on the horizon. Gosh, the horizon.	глаза на горизонт. Боже, горизонт.	
F993326749B279EB12C7859842030C67	failing to see that she needed a fire of her own.	не видя, что ей нужен был свой собственный огонь.	
91FD1FD74F5D2F75698EAAB58A287329	fed it trees and fire like it was a hungry, angry god.	кормили её деревьями и огнём, словно это был голодный, злой бог.	
482C46574A53C7955C11FB95A0B62C65	fire is our window to truth and into the world beyond clay,	огонь — наше окно к истине и в мир за пределами глины,	
5F50FD6A4C3A06C194C5129C35484AA6	following its stream away from the swamps. Although the Molgrim was far behind her,	устремилась по его течению прочь от болот. Хотя Молгрим был далеко позади неё,	
96CEFB994DD7A9C66646D99D2BC37067	for arms, legs and fire.	рук, ног и огня.	
BCCE6DCC4683724492A4E286A69FB1E4	for as soon as they held the fire in their grubby hands	ибо как только они взяли огонь в свои грязные руки	
DA10E0D34071B29308C6DF8FC89DFF9E	for more!	большего!	
A4F0E1544B48C3EA6BD373A7A33B6C6C	for those who keep fire in their heart.	для тех, кто хранит огонь в своём сердце.	
7F74A476410A8831AE4D2C8AF39E3495	for us tiny ones to cower in, for existence was so big,	для нас, крох, чтобы съёживаться в них, ибо существование было таким большим,	
C5D3A17141A94E1C9681BBA1CF02EF04	for us tiny ones to cower in, for existence was so big,	для нас, крох, чтобы съёживаться в них, ибо существование было таким большим,	
C7B1658D4B657C7725311BAA09B024D5	grashoushly saved our necks, but also	любэзно спас наши шеи, но также	
0F7A7C3842C32192D7EE40A9C3D81B6A	guided his greedy hands into creating not people	направила его жадные руки на создание не людей	
4ECA762144A261D7169E5D9669B0561D	had nothing left to eat but the hope of others.	было нечего есть, кроме надежды других.	
343C487B4E49B4B8F72535A3AD6CD038	had the most strange and beautiful dream.	видели самые странные и прекрасные сны.	
ADC0EB754298279B74FBFB9EEC255F85	has taken the last campfire from us.	забрала последний костёр у нас.	
37B2E6E34338E5208A15AB807E6A6A68	he keeps building, building without love for his craft...	он продолжает созидать, созидать без любви к своему ремеслу...	
5B27DFE840596509ABF7D4A42E5CA7BE	he still has a ways to go until Moon Mountain.	ему ещё долго идти до Лунной горы.	
42EFD5C34751CE2B89AF1AA0EE241366	he went back to the Great Drawing Board.	он вернулся к Великой чертёжной доске.	
7ABE9DB24082F559A3EC3B9A4F7BFCC0	his twisted sculptures came alive!	его искажённые скульптуры ожили!	
CD6DACF74364232AC23B099317786A20	how to care for it, enjoy it. But if I had it again tonight...	как заботиться о нём, наслаждаться им. Но если бы оно было у меня снова сегодня ночью...	
C13EDDA14C458904C8B232A6D31576A3	hundreds of ‘em	сотнями	
04619B3F449F53C143071582C5BA1DF0	if I could point.	если бы я могла указать.	
4515476F4E06310CC3BFC1905C113B1A	into our hollow husks, (coughs) turning us cold and wicked.	в наши пустые оболочки, (кашляет) делая нас холодными и злыми.	
FC98E91145946A5D469CD2852363F6B2	it leads to the house on the hill.	он ведёт к дому на холме.	
CCB907A34B6560C4D4A950BE9AFDEAD4	it spread its light; brought me and my neighbors warmth.	он распространял свой свет; принёс мне и моим соседям тепло.	
39F92FB045F9937637F75AA9448058ED	it takes you places, tells tales...	она ведёт тебя в разные места, рассказывает истории...	
055DA799451CF0140DF4A4B4572D894D	it used to run on coal and fire, dontcha know.	раньше она работала на угле и огне, знаешь ли.	
B87FD6DA4B9C22CC1DCAC494B331F453	it's my favorite stick in the whole wide world	это моя любимая палка во всём мире	
95DAA16A4DB683E72B6F158BD646F329	it's so shiny and...	она такая блестящая и...	
2B85A20443CE89F1CA70CAB96E8AF3B1	it's the best one in my collection	это лучший экземпляр в моей коллекции	
CB9670C04D1906910DB575BC6488013A	it's the best stick	это лучшая палка	
8DA77A014D31FFB117937B8DD1A6D747	its call irresistible.	её зов неодолим.	
E2EF048B432068CB00583294671F0BB1	its secrets locked away behind the stars.	её секреты заперты за звёздами.	
8C0A1FBF4DA9C21BC5D51DB10F9E1742	its warmth since the bodies were banished.	его теплом с тех пор, как тела были изгнаны.	
50196BFF44C47B91477A139AE3F88BF7	just like the ones who came before… But they’re all long gone.	прямо как тем, кто приходил до тебя... Но они все давно покинули нас.	
5B877D3B4E351B49824648BED7D97D2D	just see for yourself.	просто посмотри сам.	
F2E82ABB425EF37B9A8B65A6532A51EF	kept his fire locked away in his chest.	держал свой огонь запертым в груди.	
D4BCC64F418552289734959D20B1C476	knew not what they were dealing with	не знали, с чем имеют дело	
596AC7434F62329BF0A926ABEFF8F2A6	know what to do with us. So I reckon that’s why	знали, что делать с нами. Полагаю, поэтому	
67E4F57A47287E5CF534C689E94E76FB	know what to do with us. So I reckon that’s why	знали, что делать с нами. Полагаю, поэтому	
CA5FB6924E4A529E6021EC9C190BDD01	knowing that we Somebodies are about to tear each other apart...	зная, что мы, Тело-веки, вот-вот разорвём друг друга на части...	
676F0C5A48E2D36BE164F3965AEC70AF	left behind by the Craftsmen of old.	оставленные Ремесленниками древности.	
EACAA27146ADB2ECF284F4AC276E84C9	left behind by the Craftsmen of old.	оставленные Ремесленниками древности.	
2D90E25A4ACD99D84225538D96FD4061	left her lair and went out into the cool night. 'Wait a minute.' she exclaimed. 'Night?'	"покинет своё логово и выйдет в прохладную ночь. ""Подождите минутку."" — воскликнула она. ""Ночь?"""	
FA5127F7476E338687ED2C8C41816992	like a magic stick! It's the best stick I have.	как волшебная палка! Это лучшая палка, которая у меня есть.	
4A7FDBE04780AC9E44C9BA88BDDEBDA0	like little stars of her own...	как множество её собственных звёздочек…	
88C0E8C240B5A3937EEB8E842F6BF16A	like something was on the way, a danger I never could’ve guessed.	будто что-то приближалось, опасность, которую я никогда не мог предугадать.	
9EC782D444FD435E331577B4190AFBCD	look at that stick!	посмотри на эту палку!	
C31C5964444D9F61DBF24E97AED6E5BF	lose your way along the Midnight Walk.	собьёшься с пути на Полуночной Тропе.	
60CBAE994E4DCA169E19009A8BC7E92E	make the worms in our bellies dance again!	заставить червей в наших животах снова танцевать!	
BADCEA7B4A8D05939A2B9B9A02518D2B	manifest a pair of glaring eyes in search of its face,	явить пару пристальных глаз в поисках её лица,	
ED90E7EA42836D995B8D85887D4805C7	manifest a pair of glaring eyes in search of its face,	явить пару пристальных глаз в поисках её лица,	
12D8FD33431F41D9461D909A7F056842	memories or echoes of things that came before,	— воспоминания или эхо того, что было раньше,	
4C0B895E4C464C8E60488F9C23211CC5	memories or echoes of things that came before,	— воспоминания или эхо того, что было раньше,	
8B382FD14FB1DDE912F5B195121ACD5A	my my...	кто это у нас тут...	
6FB81ACF423F1CA57D5CD6A6CA961282	never sated, always craving…	вечно ненасытное, вечно жаждущее…	
CE7541BE43C10374C8F1CFAF6912ACC7	no Coalhaven.	нет Углеграда.	
6C2AB76B4E51D7EB027C1FB423635BC6	no fire…	нет огня…	
1DE8FEB14B92175C3D3CFCB96D584F1B	no nasty coal-digging persons, I pray.	никаких противных углерыльных личностей, молюсь.	
C69B5B684584D95D6B983FBF0F38641C	no sir, It's the best stick in the world!	нет, сэр, это лучшая палка в мире!	
1C6CD2AE40352670E77E82B3BD9C3CB3	not Somebodyville! Does... does-does...	не Теловилль! Разве... разве-разве...	
3D7FDB9F41D98E4B49F0579CA2EEFE9A	not by the sun’s life-giving caress… but once again by the silently mocking night sky.	не лаской солнца, дарующей жизнь... а снова безмолвно насмехающимся ночным небом.	
A739ADFC4AEBAB97E04AAEADA59D29B8	not directly at least. It transmits little nasty recordings	по крайней мере, не напрямую. Она передаёт лишь крошечные противные отголоски	
E23A58B04FB745679604628D9F0C13B2	not directly at least. It transmits little nasty recordings	по крайней мере, не в прямом смысле. Она передаёт лишь крошечные противные отголоски	
7F63D6C242F52006146C1DBADF93F73E	now I love sitting alone in the dark. I get into the wardrobe,	теперь я люблю сидеть один в темноте. Я забираюсь в шкаф,	
C6696B67407372FEFD5DFA83AD584367	now this stick is in my life everything's so much better	теперь, когда эта палка есть в моей жизни, всё стало намного лучше	
599203FB4113EC8BD61B6EA4DA90BFED	of new beginnings, waiting on the other side of grief.	о новых началах, ожидающих на другой стороне горя.	
F609F0D845FF6F21DEB90495371EA416	on dangerous detours that didn’t make sense...	на опасные окольные пути, не имевших смысла...	
1B3C9E7F4367BE204B51A89C870154CE	on one hand it’s just a matter of walking down the road	с одной стороны, нужно просто идти по дороге	
9CB19C76415F5AB49C05589A3A697D18	one bit!	ни капли!	
64B8FEFB45D9FD0EB3A571A08365138B	one could’ve fallen straight into the skies.	можно было упасть прямо в небеса.	
B4B65E264A17072DEEE70B9247450907	one could’ve fallen straight into the skies.	можно было упасть прямо в небеса.	
CFD6792E428F09BB98803A8201F0A425	patiently waiting for us to enter it…	терпеливо ожидая, когда мы войдём в неё…	
3967362746FAEB3192998CA88469FCDF	pointy hat and hollow gaze. He’s been around longer than you or I.	остроконечная шляпа и пустой взгляд. Он здесь дольше, чем кто-либо из нас с тобой.	
D50E5EBE4B0E395DF8616EAC88D8A966	put it back where it belongs? Yeah.	вернёшь его туда, где ему место? Ага.	
CFAA9B9647AAFA17A1180D9F035DA3D2	screaming it out like the howling Molgrim, laughing it out like the starving Crawlers who	выкрикивая это, как воющий Молгрим, хохоча, как голодные Ползуны, которым	
5D155FC6405BADC2036E25A1EF55490A	searched every nook, cranny and hatch	обыскал каждый угол, щель и люк	
340E640D439EC36E253A9D9C80415A62	seemed so small against the vast night sky.	казался таким маленьким на фоне огромного ночного неба.	
C793BEDB4D8000FE4B63E697C8FD6D21	sharing good eatings and howlings around their Fire	делясь хорошей едой и воем вокруг их Огня	
FA54174844BF27E81F5834942CA5E9C1	she bumped into a girl sitting in the snow.	она наткнулась на девочку, сидящую в снегу.	
4CCE292641D5B17A533201A06CF238B4	she could still hear its melancholy howl.'Mad with grief' she mumbled, 'as I will be, unless I find the sun again.'	"она всё ещё могла слышать его меланхоличный вой. ""Безумен от горя"", — пробормотала она, — ""как и я, если снова не найду солнце""."	
